server_name,random_intercept,group,model,label
Anastasia Pavlyuchenkova,-0.0197128229826864,f_first,Speed_MPH_z,Average
Anastasia Potapova,0.00915288132747841,f_first,Speed_MPH_z,Average
Anhelina Kalinina,-0.00927628694331068,f_first,Speed_MPH_z,Average
Anna Blinkova,-0.0353242969691443,f_first,Speed_MPH_z,Average
Anna Bondar,0.0353882347361542,f_first,Speed_MPH_z,Average
Anna Kalinskaya,-0.0199133310169957,f_first,Speed_MPH_z,Average
Arantxa Rus,-0.0388088277780642,f_first,Speed_MPH_z,Average
Aryna Sabalenka,-0.119296131552047,f_first,Speed_MPH_z,Average
Ashlyn Krueger,-0.104887426172071,f_first,Speed_MPH_z,Average
Beatriz Haddad Maia,0.0484263769541043,f_first,Speed_MPH_z,Average
Bernarda Pera,0.039205769030517,f_first,Speed_MPH_z,Average
Bianca Andreescu,0.0420138657934627,f_first,Speed_MPH_z,Average
Caroline Dolehide,-0.103066221280969,f_first,Speed_MPH_z,Average
Caroline Garcia,0.0757179849438941,f_first,Speed_MPH_z,Average
Caroline Wozniacki,0.0644025287430812,f_first,Speed_MPH_z,Average
Clara Burel,-0.131444774011608,f_first,Speed_MPH_z,Under-performer
Clara Tauson,-0.137188593412405,f_first,Speed_MPH_z,Under-performer
Coco Gauff,0.0558221198377663,f_first,Speed_MPH_z,Average
Cristina Bucsa,-0.0610189741849926,f_first,Speed_MPH_z,Average
Danielle Collins,0.058503136919341,f_first,Speed_MPH_z,Average
Daria Kasatkina,0.100620340464477,f_first,Speed_MPH_z,Average
Dayana Yastremska,0.000227160419085152,f_first,Speed_MPH_z,Average
Diana Shnaider,0.0815160089887084,f_first,Speed_MPH_z,Average
Diane Parry,-0.0757263999387427,f_first,Speed_MPH_z,Average
Donna Vekic,0.0660942960852634,f_first,Speed_MPH_z,Average
Ekaterina Alexandrova,0.0253478650503836,f_first,Speed_MPH_z,Average
Elina Avanesyan,0.00106477959499112,f_first,Speed_MPH_z,Average
Elina Svitolina,0.149283917792945,f_first,Speed_MPH_z,Over-performer
Elisabetta Cocciaretto,-0.058657774478549,f_first,Speed_MPH_z,Average
Elise Mertens,0.0235055849871145,f_first,Speed_MPH_z,Average
Emma Navarro,-0.0229265384785741,f_first,Speed_MPH_z,Average
Emma Raducanu,0.0735185029002838,f_first,Speed_MPH_z,Average
Erika Andreeva,-0.00699384970970791,f_first,Speed_MPH_z,Average
Eva Lys,-0.0495231766508133,f_first,Speed_MPH_z,Average
Greet Minnen,0.00700204978176832,f_first,Speed_MPH_z,Average
Harriet Dart,-0.0621140984124383,f_first,Speed_MPH_z,Average
Iga Swiatek,-0.0418325494704309,f_first,Speed_MPH_z,Average
Jasmine Paolini,-0.078535588760456,f_first,Speed_MPH_z,Average
Jelena Ostapenko,0.156089819514014,f_first,Speed_MPH_z,Over-performer
Jessica Bouzas Maneiro,-0.00457429867121415,f_first,Speed_MPH_z,Average
Jessica Pegula,0.00463061925360288,f_first,Speed_MPH_z,Average
Jule Niemeier,0.0256121609965896,f_first,Speed_MPH_z,Average
Kamilla Rakhimova,0.0717039603014262,f_first,Speed_MPH_z,Average
Karolina Muchova,-0.0483475975168573,f_first,Speed_MPH_z,Average
Katerina Siniakova,-0.00718718864609036,f_first,Speed_MPH_z,Average
Katie Boulter,0.0552964234268749,f_first,Speed_MPH_z,Average
Katie Volynets,0.0185966698771194,f_first,Speed_MPH_z,Average
Lesia Tsurenko,0.0516457675747955,f_first,Speed_MPH_z,Average
Liudmila Samsonova,-0.0538388295464706,f_first,Speed_MPH_z,Average
Lucia Bronzetti,0.046133158015914,f_first,Speed_MPH_z,Average
Madison Keys,0.00052912250192272,f_first,Speed_MPH_z,Average
Magdalena Frech,-0.0203102255852027,f_first,Speed_MPH_z,Average
Marie Bouzkova,-0.0236984332322952,f_first,Speed_MPH_z,Average
Marta Kostyuk,0.111007180067354,f_first,Speed_MPH_z,Average
Martina Trevisan,-0.0748946373267892,f_first,Speed_MPH_z,Average
Mayar Sherif,-0.0706133602051505,f_first,Speed_MPH_z,Average
McCartney Kessler,-0.00578570379464545,f_first,Speed_MPH_z,Average
Mirra Andreeva,-0.0630442020708125,f_first,Speed_MPH_z,Average
Moyuka Uchijima,-0.00862757939367137,f_first,Speed_MPH_z,Average
Nadia Podoroska,-0.0551599293662362,f_first,Speed_MPH_z,Average
Nao Hibino,-0.0589735199242852,f_first,Speed_MPH_z,Average
Naomi Osaka,0.0799221433223797,f_first,Speed_MPH_z,Average
Paula Badosa,-0.0768446716647518,f_first,Speed_MPH_z,Average
Petra Martic,-0.0453723064964923,f_first,Speed_MPH_z,Average
Peyton Stearns,0.0112300246288126,f_first,Speed_MPH_z,Average
Qinwen Zheng,0.0588805388056331,f_first,Speed_MPH_z,Average
Renata Zarazua,-0.0396823701742273,f_first,Speed_MPH_z,Average
Sara Errani,0.0735084266073929,f_first,Speed_MPH_z,Average
Sara Sorribes Tormo,-0.105713144472678,f_first,Speed_MPH_z,Average
Sloane Stephens,-0.0541801999140126,f_first,Speed_MPH_z,Average
Sofia Kenin,-0.0531151797769586,f_first,Speed_MPH_z,Average
Tamara Korpatsch,0.0528064116578755,f_first,Speed_MPH_z,Average
Tatjana Maria,-0.0413267120988557,f_first,Speed_MPH_z,Average
Taylor Townsend,0.0926398364366366,f_first,Speed_MPH_z,Average
Varvara Gracheva,0.0430234116328733,f_first,Speed_MPH_z,Average
Veronika Kudermetova,0.00146010346867294,f_first,Speed_MPH_z,Average
Victoria Azarenka,0.0336410253636006,f_first,Speed_MPH_z,Average
Viktorija Golubic,-0.00108359448433574,f_first,Speed_MPH_z,Average
Viktoriya Tomova,-0.0547910457723769,f_first,Speed_MPH_z,Average
Yafan Wang,0.079207454781736,f_first,Speed_MPH_z,Average
Yue Yuan,0.0176564927938202,f_first,Speed_MPH_z,Average
Yulia Putintseva,0.00879441663026268,f_first,Speed_MPH_z,Average
Yuliia Starodubtseva,0.00935067101124486,f_first,Speed_MPH_z,Average
Ajla Tomljanovic,0.144801494323512,f_first,speed_ratio_z,Average
Amanda Anisimova,-0.0531829198167168,f_first,speed_ratio_z,Average
Ana Bogdan,0.0224759502798968,f_first,speed_ratio_z,Average
Anastasia Pavlyuchenkova,-0.00661007469761481,f_first,speed_ratio_z,Average
Anastasia Potapova,0.0335244159183621,f_first,speed_ratio_z,Average
Anhelina Kalinina,-0.0212126773345109,f_first,speed_ratio_z,Average
Anna Blinkova,-0.0882816207262659,f_first,speed_ratio_z,Average
Anna Bondar,0.10751841522464,f_first,speed_ratio_z,Average
Anna Kalinskaya,-0.0208797721868357,f_first,speed_ratio_z,Average
Arantxa Rus,-0.0471528486280963,f_first,speed_ratio_z,Average
Aryna Sabalenka,-0.0230129398383329,f_first,speed_ratio_z,Average
Ashlyn Krueger,-0.119995797081014,f_first,speed_ratio_z,Average
Beatriz Haddad Maia,0.0737346962319709,f_first,speed_ratio_z,Average
Bernarda Pera,0.0429728201763797,f_first,speed_ratio_z,Average
Bianca Andreescu,0.0607001656740464,f_first,speed_ratio_z,Average
Caroline Dolehide,-0.183468822165507,f_first,speed_ratio_z,Average
Caroline Garcia,0.206972373455756,f_first,speed_ratio_z,Average
Caroline Wozniacki,0.0742754033660112,f_first,speed_ratio_z,Average
Clara Burel,-0.213902610039508,f_first,speed_ratio_z,Average
Clara Tauson,-0.207720317482529,f_first,speed_ratio_z,Average
Coco Gauff,0.190797336548122,f_first,speed_ratio_z,Average
Cristina Bucsa,-0.172357850689679,f_first,speed_ratio_z,Average
Danielle Collins,0.173530907093289,f_first,speed_ratio_z,Average
Daria Kasatkina,-0.0143191640110151,f_first,speed_ratio_z,Average
Dayana Yastremska,0.0122845939316124,f_first,speed_ratio_z,Average
Diana Shnaider,0.112511534941297,f_first,speed_ratio_z,Average
Diane Parry,-0.141604059964986,f_first,speed_ratio_z,Average
Donna Vekic,0.193902449129434,f_first,speed_ratio_z,Average
Ekaterina Alexandrova,0.127810467366154,f_first,speed_ratio_z,Average
Elina Avanesyan,-0.0897827289083166,f_first,speed_ratio_z,Average
Elina Svitolina,0.279792150604778,f_first,speed_ratio_z,Over-performer
Elisabetta Cocciaretto,-0.139618919889966,f_first,speed_ratio_z,Average
Elise Mertens,0.100443268195596,f_first,speed_ratio_z,Average
Emma Navarro,-0.0591163710386623,f_first,speed_ratio_z,Average
Emma Raducanu,0.132754795529859,f_first,speed_ratio_z,Average
Erika Andreeva,-0.00517425239205123,f_first,speed_ratio_z,Average
Eva Lys,-0.188279520021426,f_first,speed_ratio_z,Average
Greet Minnen,0.0442071573570622,f_first,speed_ratio_z,Average
Harriet Dart,-0.145580437095695,f_first,speed_ratio_z,Average
Iga Swiatek,-0.00241291409708944,f_first,speed_ratio_z,Average
Jasmine Paolini,-0.151916053808105,f_first,speed_ratio_z,Average
Jelena Ostapenko,0.249682293032646,f_first,speed_ratio_z,Over-performer
Jessica Bouzas Maneiro,-0.0329935052873916,f_first,speed_ratio_z,Average
Jessica Pegula,0.0246949892517959,f_first,speed_ratio_z,Average
Jule Niemeier,0.11599260879724,f_first,speed_ratio_z,Average
Kamilla Rakhimova,0.119867707689739,f_first,speed_ratio_z,Average
Karolina Muchova,-0.0202887448858271,f_first,speed_ratio_z,Average
Katerina Siniakova,-0.0414096639313524,f_first,speed_ratio_z,Average
Katie Boulter,0.138830451956864,f_first,speed_ratio_z,Average
Katie Volynets,-0.0190075001132654,f_first,speed_ratio_z,Average
Lesia Tsurenko,0.00102352223038103,f_first,speed_ratio_z,Average
Liudmila Samsonova,0.0358259251770261,f_first,speed_ratio_z,Average
Lucia Bronzetti,0.0906036080383131,f_first,speed_ratio_z,Average
Madison Keys,0.0885838151377446,f_first,speed_ratio_z,Average
Magdalena Frech,-0.0265342379229774,f_first,speed_ratio_z,Average
Marie Bouzkova,-0.0833713876331538,f_first,speed_ratio_z,Average
Marta Kostyuk,0.230334488003422,f_first,speed_ratio_z,Average
Martina Trevisan,-0.182331589312767,f_first,speed_ratio_z,Average
Mayar Sherif,-0.12561636707548,f_first,speed_ratio_z,Average
McCartney Kessler,-0.0110035236294025,f_first,speed_ratio_z,Average
Mirra Andreeva,-0.0837902305333846,f_first,speed_ratio_z,Average
Moyuka Uchijima,-0.00851265579581403,f_first,speed_ratio_z,Average
Nadia Podoroska,-0.127160866029035,f_first,speed_ratio_z,Average
Nao Hibino,-0.139380752945745,f_first,speed_ratio_z,Average
Naomi Osaka,0.226273899512199,f_first,speed_ratio_z,Average
Paula Badosa,-0.0592158781298468,f_first,speed_ratio_z,Average
Petra Martic,-0.00249768463113709,f_first,speed_ratio_z,Average
Peyton Stearns,-0.00611437557385794,f_first,speed_ratio_z,Average
Qinwen Zheng,0.190309943016181,f_first,speed_ratio_z,Average
Renata Zarazua,-0.157219507058828,f_first,speed_ratio_z,Average
Sara Errani,-0.0703617277922322,f_first,speed_ratio_z,Average
Sara Sorribes Tormo,-0.241979111597037,f_first,speed_ratio_z,Average
Sloane Stephens,-0.0987534996881712,f_first,speed_ratio_z,Average
Sofia Kenin,-0.13128604863434,f_first,speed_ratio_z,Average
Tamara Korpatsch,0.0583240123303798,f_first,speed_ratio_z,Average
Tatjana Maria,-0.0523997503609928,f_first,speed_ratio_z,Average
Taylor Townsend,0.155251828926131,f_first,speed_ratio_z,Average
Varvara Gracheva,0.086772829867898,f_first,speed_ratio_z,Average
Veronika Kudermetova,0.0571904578207168,f_first,speed_ratio_z,Average
Victoria Azarenka,0.00375792469302919,f_first,speed_ratio_z,Average
Viktorija Golubic,-0.118936581899416,f_first,speed_ratio_z,Average
Viktoriya Tomova,-0.16869422961769,f_first,speed_ratio_z,Average
Yafan Wang,0.135728357163245,f_first,speed_ratio_z,Average
Yue Yuan,0.0295957062068134,f_first,speed_ratio_z,Average
Yulia Putintseva,-0.126197453478487,f_first,speed_ratio_z,Average
Yuliia Starodubtseva,-0.0166863182359473,f_first,speed_ratio_z,Average
Ajla Tomljanovic,0.0473588173017456,f_second,Speed_MPH_z,Average
Amanda Anisimova,-0.0108290299752235,f_second,Speed_MPH_z,Average
Ana Bogdan,-0.00117594667553867,f_second,Speed_MPH_z,Average
Anastasia Pavlyuchenkova,0.0115910894960253,f_second,Speed_MPH_z,Average
Anastasia Potapova,-0.0106188086931948,f_second,Speed_MPH_z,Average
Anhelina Kalinina,0.00863458671780415,f_second,Speed_MPH_z,Average
Anna Blinkova,-0.0174983099591057,f_second,Speed_MPH_z,Average
Anna Bondar,0.021773192741599,f_second,Speed_MPH_z,Average
Anna Kalinskaya,-0.0161819078976857,f_second,Speed_MPH_z,Average
Arantxa Rus,-0.0112931970040629,f_second,Speed_MPH_z,Average
Aryna Sabalenka,-0.0154769172122136,f_second,Speed_MPH_z,Average
Ashlyn Krueger,-0.00913036698404926,f_second,Speed_MPH_z,Average
Beatriz Haddad Maia,0.00523334392946006,f_second,Speed_MPH_z,Average
Bernarda Pera,0.0435938420265417,f_second,Speed_MPH_z,Average
Bianca Andreescu,0.065736081746887,f_second,Speed_MPH_z,Average
Caroline Dolehide,-0.0162863251681151,f_second,Speed_MPH_z,Average
Caroline Garcia,0.0116379401598765,f_second,Speed_MPH_z,Average
Caroline Wozniacki,0.00791540469641047,f_second,Speed_MPH_z,Average
Clara Burel,-0.0866277183713251,f_second,Speed_MPH_z,Under-performer
Clara Tauson,0.0218307087763976,f_second,Speed_MPH_z,Average
Coco Gauff,0.0599168773243268,f_second,Speed_MPH_z,Average
Cristina Bucsa,-0.0363312803927641,f_second,Speed_MPH_z,Average
Danielle Collins,0.0170979105942418,f_second,Speed_MPH_z,Average
Daria Kasatkina,-0.055780929928468,f_second,Speed_MPH_z,Average
Dayana Yastremska,0.0398374986051969,f_second,Speed_MPH_z,Average
Diana Shnaider,0.022669697638856,f_second,Speed_MPH_z,Average
Diane Parry,-0.013861910573148,f_second,Speed_MPH_z,Average
Donna Vekic,0.0213584384825536,f_second,Speed_MPH_z,Average
Ekaterina Alexandrova,-0.0285630746953739,f_second,Speed_MPH_z,Average
Elina Avanesyan,-0.00493369579207413,f_second,Speed_MPH_z,Average
Elina Svitolina,0.0395450923007112,f_second,Speed_MPH_z,Average
Elisabetta Cocciaretto,-0.00793782772140486,f_second,Speed_MPH_z,Average
Elise Mertens,-0.027233291156493,f_second,Speed_MPH_z,Average
Emma Navarro,-0.00699719089457267,f_second,Speed_MPH_z,Average
Emma Raducanu,-0.0205479020203954,f_second,Speed_MPH_z,Average
Erika Andreeva,0.00402105698334413,f_second,Speed_MPH_z,Average
Eva Lys,0.020417335934828,f_second,Speed_MPH_z,Average
Greet Minnen,-0.0843154579525086,f_second,Speed_MPH_z,Under-performer
Harriet Dart,-0.029657332595253,f_second,Speed_MPH_z,Average
Iga Swiatek,0.0460462870381475,f_second,Speed_MPH_z,Average
Jasmine Paolini,-0.0458434217169693,f_second,Speed_MPH_z,Average
Jelena Ostapenko,-0.10235550327597,f_second,Speed_MPH_z,Under-performer
Jessica Bouzas Maneiro,0.0457496210973273,f_second,Speed_MPH_z,Average
Jessica Pegula,-0.108479131555871,f_second,Speed_MPH_z,Under-performer
Jule Niemeier,0.0576984490143416,f_second,Speed_MPH_z,Average
Kamilla Rakhimova,0.0546234559959384,f_second,Speed_MPH_z,Average
Karolina Muchova,-0.0339676971233153,f_second,Speed_MPH_z,Average
Katerina Siniakova,0.0110653642163794,f_second,Speed_MPH_z,Average
Katie Boulter,0.0383176929194669,f_second,Speed_MPH_z,Average
Katie Volynets,0.00608364115171439,f_second,Speed_MPH_z,Average
Lesia Tsurenko,-0.00964326403971562,f_second,Speed_MPH_z,Average
Liudmila Samsonova,0.036780762679427,f_second,Speed_MPH_z,Average
Lucia Bronzetti,-0.0249389583885152,f_second,Speed_MPH_z,Average
Madison Keys,0.0787067998664523,f_second,Speed_MPH_z,Average
Magdalena Frech,0.0297986947944666,f_second,Speed_MPH_z,Average
Marie Bouzkova,0.0361320784492291,f_second,Speed_MPH_z,Average
Marta Kostyuk,0.0173918756905531,f_second,Speed_MPH_z,Average
Martina Trevisan,0.0153446263330843,f_second,Speed_MPH_z,Average
Mayar Sherif,0.0106657946005608,f_second,Speed_MPH_z,Average
McCartney Kessler,-0.0219998114059418,f_second,Speed_MPH_z,Average
Mirra Andreeva,-0.0681544592023645,f_second,Speed_MPH_z,Average
Moyuka Uchijima,0.00876510912512475,f_second,Speed_MPH_z,Average
Nadia Podoroska,-0.0290316205330594,f_second,Speed_MPH_z,Average
Nao Hibino,-0.00813339846396938,f_second,Speed_MPH_z,Average
Naomi Osaka,0.00290306084392323,f_second,Speed_MPH_z,Average
Paula Badosa,0.0021336157380612,f_second,Speed_MPH_z,Average
Petra Martic,-0.0343320551602309,f_second,Speed_MPH_z,Average
Peyton Stearns,-0.0127645503820629,f_second,Speed_MPH_z,Average
Qinwen Zheng,-0.0964874091969072,f_second,Speed_MPH_z,Under-performer
Renata Zarazua,0.060927426338669,f_second,Speed_MPH_z,Average
Sara Errani,-0.0195936949511905,f_second,Speed_MPH_z,Average
Sara Sorribes Tormo,0.00925432309669122,f_second,Speed_MPH_z,Average
Sloane Stephens,0.103919677198096,f_second,Speed_MPH_z,Over-performer
Sofia Kenin,0.037487519034845,f_second,Speed_MPH_z,Average
Tamara Korpatsch,-0.0192720961602794,f_second,Speed_MPH_z,Average
Tatjana Maria,-0.0735296616750793,f_second,Speed_MPH_z,Average
Taylor Townsend,0.040457745149626,f_second,Speed_MPH_z,Average
Varvara Gracheva,-0.0222916874068596,f_second,Speed_MPH_z,Average
Veronika Kudermetova,0.0342323563045279,f_second,Speed_MPH_z,Average
Victoria Azarenka,0.0476588702114957,f_second,Speed_MPH_z,Average
Viktorija Golubic,0.0195120296154095,f_second,Speed_MPH_z,Average
Viktoriya Tomova,-0.0235628674307569,f_second,Speed_MPH_z,Average
Yafan Wang,-0.0271112170259378,f_second,Speed_MPH_z,Average
Yue Yuan,0.000206410507003114,f_second,Speed_MPH_z,Average
Yulia Putintseva,0.0197074125478912,f_second,Speed_MPH_z,Average
Yuliia Starodubtseva,-0.0518912758393097,f_second,Speed_MPH_z,Average
Ajla Tomljanovic,0.072374810159703,f_second,speed_ratio_z,Average
Amanda Anisimova,-0.0168241103316163,f_second,speed_ratio_z,Average
Ana Bogdan,-0.00363994353482447,f_second,speed_ratio_z,Average
Anastasia Pavlyuchenkova,0.0242586245447553,f_second,speed_ratio_z,Average
Anastasia Potapova,-0.0112298467384325,f_second,speed_ratio_z,Average
Anhelina Kalinina,0.00840209748954326,f_second,speed_ratio_z,Average
Anna Blinkova,-0.0288626808297353,f_second,speed_ratio_z,Average
Anna Bondar,0.0401849958565883,f_second,speed_ratio_z,Average
Anna Kalinskaya,-0.0212647276299079,f_second,speed_ratio_z,Average
Arantxa Rus,-0.0128701582608024,f_second,speed_ratio_z,Average
Aryna Sabalenka,0.0276036243119708,f_second,speed_ratio_z,Average
Ashlyn Krueger,0.00437802030610773,f_second,speed_ratio_z,Average
Beatriz Haddad Maia,-0.00144453293942613,f_second,speed_ratio_z,Average
Bernarda Pera,0.053584707980205,f_second,speed_ratio_z,Average
Bianca Andreescu,0.0938420780124446,f_second,speed_ratio_z,Average
Caroline Dolehide,-0.0286422765373236,f_second,speed_ratio_z,Average
Caroline Garcia,0.0440388857934975,f_second,speed_ratio_z,Average
Caroline Wozniacki,-0.00015596367093322,f_second,speed_ratio_z,Average
Clara Burel,-0.129307445861426,f_second,speed_ratio_z,Under-performer
Clara Tauson,0.0386704053859145,f_second,speed_ratio_z,Average
Coco Gauff,0.111095302107758,f_second,speed_ratio_z,Average
Cristina Bucsa,-0.0682585687799781,f_second,speed_ratio_z,Average
Danielle Collins,0.0584695668208316,f_second,speed_ratio_z,Average
Daria Kasatkina,-0.117354240304069,f_second,speed_ratio_z,Average
Dayana Yastremska,0.0635594780133911,f_second,speed_ratio_z,Average
Diana Shnaider,0.0254809808137718,f_second,speed_ratio_z,Average
Diane Parry,-0.0192843928678611,f_second,speed_ratio_z,Average
Donna Vekic,0.0560848907444636,f_second,speed_ratio_z,Average
Ekaterina Alexandrova,-0.0197954973773415,f_second,speed_ratio_z,Average
Elina Avanesyan,-0.0300888481867084,f_second,speed_ratio_z,Average
Elina Svitolina,0.061433692346694,f_second,speed_ratio_z,Average
Elisabetta Cocciaretto,-0.0153601858167917,f_second,speed_ratio_z,Average
Elise Mertens,-0.0169351375106399,f_second,speed_ratio_z,Average
Emma Navarro,-0.0256674000328521,f_second,speed_ratio_z,Average
Emma Raducanu,-0.0321771165297137,f_second,speed_ratio_z,Average
Erika Andreeva,0.00606064299191395,f_second,speed_ratio_z,Average
Eva Lys,0.0136850526831836,f_second,speed_ratio_z,Average
Greet Minnen,-0.111034880790717,f_second,speed_ratio_z,Average
Harriet Dart,-0.0608618223300039,f_second,speed_ratio_z,Average
Iga Swiatek,0.072120775146135,f_second,speed_ratio_z,Average
Jasmine Paolini,-0.0800323855310026,f_second,speed_ratio_z,Average
Jelena Ostapenko,-0.140109521460406,f_second,speed_ratio_z,Under-performer
Jessica Bouzas Maneiro,0.0563993574211331,f_second,speed_ratio_z,Average
Jessica Pegula,-0.144164116418298,f_second,speed_ratio_z,Under-performer
Jule Niemeier,0.101771624351126,f_second,speed_ratio_z,Average
Kamilla Rakhimova,0.07370145792167,f_second,speed_ratio_z,Average
Karolina Muchova,-0.0344128579749222,f_second,speed_ratio_z,Average
Katerina Siniakova,0.00650536906921316,f_second,speed_ratio_z,Average
Katie Boulter,0.0690940178850626,f_second,speed_ratio_z,Average
Katie Volynets,0.00499355862326023,f_second,speed_ratio_z,Average
Lesia Tsurenko,-0.0411308115670087,f_second,speed_ratio_z,Average
Liudmila Samsonova,0.0918955795864145,f_second,speed_ratio_z,Average
Lucia Bronzetti,-0.033097634072464,f_second,speed_ratio_z,Average
Madison Keys,0.12316725703429,f_second,speed_ratio_z,Over-performer
Magdalena Frech,0.0420276913573378,f_second,speed_ratio_z,Average
Marie Bouzkova,0.0289105067558673,f_second,speed_ratio_z,Average
Marta Kostyuk,0.0308855468198831,f_second,speed_ratio_z,Average
Martina Trevisan,0.0094177667817294,f_second,speed_ratio_z,Average
Mayar Sherif,0.0172496046266039,f_second,speed_ratio_z,Average
McCartney Kessler,-0.033656745804553,f_second,speed_ratio_z,Average
Mirra Andreeva,-0.0922517922689532,f_second,speed_ratio_z,Average
Moyuka Uchijima,0.0123491135258636,f_second,speed_ratio_z,Average
Nadia Podoroska,-0.0509951319884484,f_second,speed_ratio_z,Average
Nao Hibino,-0.0146123509848188,f_second,speed_ratio_z,Average
Naomi Osaka,0.0300966252855529,f_second,speed_ratio_z,Average
Paula Badosa,0.0158952619006292,f_second,speed_ratio_z,Average
Petra Martic,-0.0254515023052899,f_second,speed_ratio_z,Average
Peyton Stearns,-0.0293210400246093,f_second,speed_ratio_z,Average
Qinwen Zheng,-0.0919412277200099,f_second,speed_ratio_z,Average
Renata Zarazua,0.0686496381568574,f_second,speed_ratio_z,Average
Sara Errani,-0.0551218992391561,f_second,speed_ratio_z,Average
Sara Sorribes Tormo,-0.00286367023923865,f_second,speed_ratio_z,Average
Sloane Stephens,0.133820534591182,f_second,speed_ratio_z,Over-performer
Sofia Kenin,0.0400861301386067,f_second,speed_ratio_z,Average
Tamara Korpatsch,-0.0510316377452772,f_second,speed_ratio_z,Average
Tatjana Maria,-0.106036125936962,f_second,speed_ratio_z,Average
Taylor Townsend,0.0562622155644193,f_second,speed_ratio_z,Average
Varvara Gracheva,-0.0310899502889861,f_second,speed_ratio_z,Average
Veronika Kudermetova,0.0610818638898552,f_second,speed_ratio_z,Average
Victoria Azarenka,0.0513019377069979,f_second,speed_ratio_z,Average
Viktorija Golubic,0.00715035449071333,f_second,speed_ratio_z,Average
Viktoriya Tomova,-0.0499498845353491,f_second,speed_ratio_z,Average
Yafan Wang,-0.0406452511966908,f_second,speed_ratio_z,Average
Yue Yuan,-0.00259935449967529,f_second,speed_ratio_z,Average
Yulia Putintseva,-0.006180190980746,f_second,speed_ratio_z,Average
Yuliia Starodubtseva,-0.086278886530206,f_second,speed_ratio_z,Average
